temp,clouds_all,sunday,monday,tuesday,wednesday,thursday,friday,saturday,is_holiday,afternoon,early_morning,evening,late_morning,morning,night,is_winter,traffic_volume
265.69,75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3294
266.18,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2888
265.2,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2588
264.58,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2293
264.72,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1596
263.49,58,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1439
263.78,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1502
264.16,75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,933
263.95,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,576
263.65,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,372
262.4,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,419
261.42,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,640
260.66,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,745
260.29,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,939
260.19,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1243
260.19,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1747
260.49,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2291
261.1,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2588
261.55,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2927
261.65,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3012
261.54,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3121
260.53,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2864
259.17,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2606
258.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2298
257.39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2154
256.66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1732
255.99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1589
255.13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1235
254.48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,845
254.39,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,437
253.89,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,295
252.98,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,243
252.58,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,293
252.14,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,717
250.7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2353
250.32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5366
251.1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5829
251.87,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5110
252.84,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4417
255.38,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3892
257.41,75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4100
259.46,90,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4383
260.62,90,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4370
261.13,90,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4661
261.61,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4836
261.61,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4836
262.18,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5597
262.18,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5597
262.54,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5191
262.54,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5191
263.31,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3756
264.13,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2687
264.62,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2240
265.29,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1828
265.81,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1424
266.1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,952
258.79,63,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,349
258.79,63,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,276
258.79,63,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,729
258.79,63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2383
258.79,63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5390
262.53,99,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6431
263.93,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4768
263.93,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4768
263.93,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4768
263.95,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4002
263.95,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4002
264.2,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4280
264.2,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4280
264.81,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4540
264.81,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4540
264.97,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4729
264.97,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4729
264.97,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4729
265.22,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4944
265.22,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4944
265.22,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4944
265.33,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5297
265.33,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5297
265.16,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6142
265.16,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6142
265.16,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5782
265.37,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4129
265.37,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4129
265.47,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2925
265.47,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2925
265.72,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2453
265.72,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2453
265.72,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2453
266.09,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2046
266.09,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2046
266.09,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2046
266.41,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1550
266.41,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1550
266.41,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1550
266.78,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1079
266.78,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1079
266.78,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1079
266.34,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,604
266.34,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,604
265.93,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,353
265.52,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,301
265.52,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,301
264.85,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,326
264.85,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,326
264.49,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,675
263.6,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2195
263.02,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5263
263.02,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5263
262.46,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6380
261.8,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5761
261.9,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4844
261.9,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4844
261.6,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4327
261.6,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4327
261.71,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4787
261.71,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4787
262.11,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4880
262.42,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5026
262.6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5315
262.94,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5636
262.68,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6256
261.88,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5900
261.23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4353
260.92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3135
261.49,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2674
262.26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2463
262.82,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2064
263.44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1517
265.69,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,375
265.69,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,652
265.37,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1597
265.43,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2339
266.29,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3177
267.41,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3482
269.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3813
270.17,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4406
270.98,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4191
271.33,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4296
271.56,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4387
270.7,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4273
269.17,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4230
267.38,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3781
265.82,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2342
264.49,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1933
264.15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1873
263.87,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2502
262.42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1602
262.36,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,951
261.78,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,608
261.8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,507
262.03,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,318
261.09,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,256
260.21,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,406
260.71,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,709
260.78,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,927
260.68,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1478
261.36,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2304
263.85,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2897
263.85,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2897
265.12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3190
265.12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3190
266.49,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3441
267.71,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3840
268.3,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4074
268.5,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4037
267.89,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3969
267.16,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3762
265.97,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3062
265.9,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2512
265.09,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2087
264.78,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1669
264.78,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1669
265.04,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1384
265.04,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1384
265.34,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,853
265.05,90,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,442
264.53,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,312
264.07,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,248
263.91,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,278
264.24,75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,754
263.69,75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2398
262.3,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5522
261.6,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6681
260.79,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5839
261.94,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4709
263.58,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4131
264.96,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4294
265.93,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4410
266.71,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4642
267.16,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5105
267.15,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5494
266.48,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6231
265.22,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5717
264.06,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4169
263.44,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2752
263.13,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2229
263.08,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1894
263.88,75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1440
264.49,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,961
265.41,75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,489
267.04,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,333
268.77,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,230
269.8,75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,314
270.68,75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,758
270.84,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2432
270.74,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5674
270.32,75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6771
270.22,75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6094
270.27,75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4964
271.43,75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4357
272.0,75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4432
273.05,75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4589
274.18,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4858
274.38,40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6486
273.44,40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6271
272.23,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4677
271.79,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2805
270.98,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2528
270.4,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2278
269.75,75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1733
269.43,75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,945
268.26,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,531
266.67,40,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,357
265.93,40,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,271
263.93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,773
263.93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,773
263.85,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2456
264.88,75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6852
266.57,75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6234
268.3,75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5061
269.84,75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4243
271.42,75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4677
272.58,75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4753
273.13,75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4780
273.56,75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5217
273.86,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5447
273.67,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6394
273.51,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6139
273.49,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4465
273.12,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2952
271.48,98,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2603
272.65,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,314
273.65,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,754
272.95,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4902
272.08,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5886
270.58,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4322
268.38,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2857
269.07,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2474
269.44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2365
269.45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1070
270.06,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,557
270.51,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,334
270.64,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,308
270.86,75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,322
271.38,75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,723
272.13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2367
272.52,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5163
272.52,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6029
272.79,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5751
273.38,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4847
274.88,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4367
275.86,75,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4786
276.89,75,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4885
276.89,90,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5387
276.29,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5668
276.29,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5668
276.29,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5668
276.29,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5668
274.92,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4476
274.92,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4476
274.05,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3433
274.05,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3433
274.05,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3433
273.93,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2711
273.93,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2711
273.93,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2511
273.93,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2511
273.93,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2511
274.05,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2143
274.05,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2143
274.18,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1629
274.18,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1629
274.18,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1629
274.67,90,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1043
274.67,90,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1043
274.67,90,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1043
274.67,90,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,682
274.67,90,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,682
274.67,90,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,518
274.67,90,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,353
274.67,90,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,382
274.8,90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,644
274.8,90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,644
274.8,90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1142
274.8,90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1142
274.8,90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1142
274.67,90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1696
274.67,90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1696
274.8,90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2624
275.05,90,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3377
275.29,90,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3600
275.54,90,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4017
275.54,90,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4017
275.54,90,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4017
275.66,90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4538
275.66,90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4538
275.66,90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4538
275.79,90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4556
275.79,90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4556
275.92,90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4547
275.92,90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4547
275.66,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4557
275.66,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4557
275.66,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4557
275.67,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4338
275.67,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4338
275.93,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4170
275.93,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4170
275.93,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4170
276.05,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3789
276.05,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3789
276.05,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3789
276.31,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2627
276.31,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2627
276.68,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2352
276.68,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2352
276.68,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2352
276.93,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2304
276.93,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2304
276.93,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2304
277.31,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2101
277.31,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2101
277.31,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2101
277.21,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1807
276.2,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1049
274.35,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,681
274.35,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,681
268.44,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,306
267.57,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,199
266.2,90,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,422
265.06,90,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,686
264.83,90,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,951
263.83,90,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1444
263.07,75,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2983
263.07,75,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2983
263.07,40,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3498
262.93,75,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3907
262.31,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3644
261.32,75,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3687
260.58,90,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3400
259.94,40,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2363
259.08,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1943
258.71,75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1718
258.45,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1274
257.83,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,785
257.7,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,429
257.19,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,265
